county_fips,risk_score,expected_annual_loss_score,social_vulnerability_score,community_resilience_score,hazard_specific_mean_score
08063,32.474554707379134,36.32425742574257,36.95928753,8.428753180661577,349529.9711352146
08065,5.661577608142494,10.58168316831683,10.62340967,18.09796437659033,18324.431080598486
08067,75.15903307888041,79.45544554455446,21.02417303,48.346055979643765,571945.2338132947
08069,90.13994910941476,92.75990099009901,10.62340967,71.31043256997455,2443086.2811859506
08071,23.6323155216285,21.379950495049506,58.01526718,11.41857506361323,132124.51916510367
08073,7.474554707379134,11.29331683168317,19.87913486,28.466921119592875,105289.81219651394
08075,58.7468193384224,56.83787128712871,53.0216285,19.115776081424936,578426.7523838428
08077,75.12722646310432,76.33044554455446,36.95928753,56.74300254452926,363235.4102806454
08079,5.438931297709924,11.169554455445544,10.62340967,57.410941475826974,24574.355085260555
08081,12.054707379134861,22.246287128712872,10.62340967,6.393129770992366,74942.70825151015
08083,47.61450381679389,43.285891089108915,62.43638677,13.008905852417302,215795.75542757194
08085,49.01399491094148,51.98019801980198,37.53180662,20.197201017811707,153098.78101867586
08087,51.94020356234097,60.89108910891089,17.97073791,30.47073791348601,455311.61040623183
08089,50.731552162849866,41.95544554455445,79.67557252,28.498727735368956,269901.0529163922
08091,17.716284987277355,32.14727722772277,10.62340967,47.45547073791349,35838.67562386465
08093,22.201017811704833,38.73762376237624,10.62340967,49.68193384223918,255953.89358666705
08095,12.340966921119593,21.72029702970297,11.38676845,6.615776081424936,225656.0146922843
08097,54.103053435114504,69.12128712871286,10.62340967,68.95674300254453,51173.07032988457
08099,48.60050890585242,36.01485148514851,85.49618321,8.842239185750635,312544.6990133377
08101,82.50636132315522,83.13737623762376,40.10814249,66.03053435114504,1078377.9342779738
08103,37.595419847328245,38.83044554455445,48.91857506,52.79898218829516,112815.53563344305
08105,45.76972010178117,30.25990099009901,91.50763359,7.442748091603053,172080.90382754966
08107,33.36513994910941,53.40346534653465,10.62340967,76.59033078880407,68440.46861955781
08109,14.249363867684478,13.304455445544555,55.18447837,10.71882951653944,94776.01198899174
08111,10.687022900763358,21.844059405940595,10.62340967,47.264631043257,9875.603613492787
08113,19.115776081424936,35.27227722772277,10.62340967,54.293893129770986,48001.02426768656
08115,6.520356234096693,7.178217821782177,32.44274809,28.212468193384222,136766.85033420255
08117,60.20992366412214,72.09158415841584,10.62340967,44.274809160305345,119723.02836136271
08119,38.83587786259542,54.54826732673267,10.62340967,46.660305343511446,513900.6379097772
08121,11.991094147582697,10.396039603960396,64.56743003,44.656488549618324,132823.3665837873
08123,89.15394402035624,91.05816831683168,11.38676845,56.170483460559794,2216620.907504084
08125,36.800254452926204,51.918316831683164,10.62340967,11.323155216284988,547968.4472227044
09110,97.36005089058524,97.74133663366337,28.08524173,64.18575063613231,2145052.6777880182
09120,91.76208651399492,91.02722772277228,45.26081425,59.860050890585235,1611510.0915903742
09130,83.84223918575063,86.69554455445545,17.87531807,90.36259541984732,481471.17071508523
09140,93.19338422391857,93.65717821782178,35.6870229,77.19465648854961,1370054.1480905097
09150,62.75445292620865,75.24752475247524,10.62340967,61.800254452926204,305842.6128766804
09160,79.6119592875318,84.68440594059405,12.75445293,76.68575063613231,413086.4882407704
09170,95.13358778625954,95.04950495049505,45.19720102,79.70737913486005,2392978.284394701
09180,88.64503816793892,89.26361386138613,26.74936387,86.38676844783714,1102596.2868709145
09190,96.27862595419847,96.9059405940594,21.3740458,62.24554707379135,2615955.514123287
10001,84.51017811704835,85.36509900990099,32.44274809,68.19338422391857,1149320.4412963993
10003,95.29262086513995,95.69925742574257,28.49872774,83.04707379134861,1740103.1154485832
10005,94.14758269720102,92.20297029702971,70.3562341,59.796437659033074,3054676.0854339316
11001,97.58269720101781,97.55569306930693,40.9351145,93.28880407124683,5981588.007376199
12001,90.33078880407125,89.78960396039604,34.76463104,80.9796437659033,2002750.162494881
12003,13.263358778625955,18.75,24.42748092,71.78753180661577,115766.2853983309
12005,94.11577608142494,94.39975247524752,30.8524173,29.452926208651398,5149051.502452428
12007,36.86386768447837,38.056930693069305,48.31424936,37.913486005089055,284877.5359594391
12009,98.40966921119593,98.57673267326733,40.83969466,63.358778625954194,11789644.342775825
12011,99.45928753180662,99.35024752475248,55.37531807,44.179389312977094,13939008.282602247
12013,44.94274809160305,37.37623762376238,73.12340967,13.899491094147582,324694.17211981805
